codigo,Tipología de Oficina,Red,Fecha de Apertura,Nombre,Cantidad Puntos de Atención,Dirección,Indicativo,Teléfono Oficina,Fax,codigoOficina,Nombre Oficina Adscrita,Servilinea,Cliente Externo,Abreviado,Código Dane,Municipio,Departamento,Tipo de Ciudad,Uso del suelo,Región,Zona Comercial,Gerencia Administrativa,Horario Normal,Horario Adicional,Servicio Prestado en Horario Adicional,Atencion a personas con Discapacidad,Servicaja,Cajero Automático,Depositario,Kioscos,Multifuncionales ,Servilinea,Internet,Cantidad de filas propuestas ,Fila Invitados ,Fila Preferencial,Fila Clientes,Fila Tarjeta Verde
535,Oficina,PMP,23/08/2010,Armenia Calle 21 Carrera 17,1,Calle 21 N° 17-02 ,56,7 357915 - 7 357933 - 7 357949 -  Cel. Gerente: 317 4400897 - Cel JDS:3188450038,,,,7 459700,,,63001,Armenia,Quindio,Intermedia,Comercial,Antioquia,AN-8 Quindio,Antioquia,"Lunes a Jueves     8:00 a.m. - 11:30  a.m. / 2:00  p.m. -  4:00 p.m.                  Viernes  8:00 a.m.  - 11:30 a.m.  / 2:00 p.m. -  4:30 p.m. 
",NO,,No,NO,2,0,0,0,No,No,3,X,X,X,
538,Oficina,MB,AL 31 DE ENERO,Centro Comercial Unicentro Medellín,1,Carrera 66B N° 31 A 76 Local 060,54,3 511044 - 3 514010 - Cel. Gerente: 318 8218767 - Cel JDS:3187956282,,,,5 764330,,,5001,Medellín,Antioquia,Principal,Centro Comercial,Antioquia,AN-6  Medellin Occidental,Antioquia,Lunes a Jueves  8:00 a.m. - 4:00 p.m.  Jornada Contina / Viernes 8:00 a.m. - 4:30 p.m.,Sábado 9:00 am -  1:30 pm ,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
539,Oficina,PMP,12/11/1979,San Alberto,1,Carrera 2 N° 5-56,55,5 645013 - 5 645043 - 5 645582 - Cel. Gerente: 317 5019922 - Cel JDS:3164450947,,,,0-18000518877,,42449 - 42616,20710,San Alberto,Cesar,Población,Comercial,Oriente,OR -4 Magdalena Medio Orien.,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m.  / 2:00 p.m. - 4:30 p.m.,Sábado 8:00 a.m. - 12:00 a.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,2,X,X,,
540,Oficina,PMP,25/07/1972,San Andrés,1,Avenida Colon N° 2-86,58,5 124366 - 5 124368 - 5 125074 - 5 124368 - Cel. Gerente: 316 4986106 - Cel JDS:3162419981,5 124173,,,0-18000518877,,42450 - 42451 - 42612,88001,San Andres,Archipielago de San Andres Providencia y Santa Catalina,Intermedia,Comercial,Costa,"CO - 3 Bolívar, San Andrés y Providencia",Costa,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m.,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,1,0,0,Si,No,3,X,X,X,
542,Oficina,PMP,25/03/2010,Centro Comercial Centro Mayor,1,Avenida Carrera 27 N° 38A - 01 Sur Local 1021,51,3 077000 Cód. 542 - 7 340522 - 7 340523 - 7 340524 - Cel. Gerente: 318 5483749 - Cel JDS:3184467804,,,,3 820000  ,3077000,44542,11001,Bogotá D.C.,Bogotá D.C.,Principal,Centro Comercial,Bogotá Sur,BS - 06 Bogota - Zona Industrial,Bogotá Sur,"Lunes a Viernes   9:00 a.m. - 3:30 p.m.    Fin de mes 9:00 a.m. - 3.00 p.m.
",Lunes a Viernes 5:00 p.m. - 8:00 p.m.   / Sábado 10:00 a.m. - 4:00 pm. Lunes a Jueves solo hay atención en Caja. Viernes y sábados hay atención en caja y plataforma,Caja / Plataforma,No,NO,3,1,1,1,Sí,No,3,X,X,X,
543,Oficina,MB,AL 31 DE ENERO,La Setenta,1,Carrera 70 N°  Circular 2-21 Medellín,54,2 509828 - Cel. Gerente: 317 4388308 - Cel JDS:3164036338,,,,5 764330,,,5001,Medellín,Antioquia,Principal,Comercial,Antioquia,AN-6  Medellin Occidental,Antioquia,Lunes a Jueves     8:00 a.m. - 11:30  a.m. /  2:00 p.m.  -  4:00 p.m.                 Viernes 8:00 a.m.  -  11:30 a.m.  / 2:00 p.m. -  4:30 p.m.  ,NO,,No,NO,1,0,0,0,No,No,3,X,X,X,
544,Oficina,PMP,11/06/1954,Santa Librada,1,Carrera 15 N° 8 - 18,52,4 899703 - Cel. Gerente: 316 5779517,,,,8 980077,,42452 - 42453,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC -2 Cali - Centro,Occidente,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:00 p.m.  Viernes  8:00 a.m - 11:30 a.m. / 2:00 p.m. -  4:30 p.m .,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
545,Oficina Premium,PMP,17/06/2011,Premium Avenida 19 Calle 114,1,Avenida 19 N° 114 - 09,51,6 370812 - 6 370811 - 6 370817 - 6 370842 - 6 370830 - Cel JDS:3176807894,,,,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.  Último día de mes 9:00 a.m. - 3:00 p.m.,NO,,No,NO,1,0,0,0,No,No,,,,,
546,Oficina,MB,20/06/2011,Orito Putumayo,1,Calle 8 N° 7 A 91 Barrio Chapinero,58,2 144067 - 2 144069 - 4 292315 - 4 290049 - Cel. Gerente: 317 5532311 - Cel Jds 317 4284016 - Cel JDS:3176805030,,,,,,70546,86320,Orito,Putumayo,Población,Comercial,Central, CE - 5 Magdalena Medio Cent.,Central,"Lunes a Jueves     8:00 a.m. - 11:30 a.m. /  2:00 p.m.  -   4:00 p.m.                Viernes  8:00 a.m.  - 11:30 a.m.  / 2:00 p.m. - 4:30 p.m.
",NO,,No,NO,1,0,0,0,No,No,3,X,X,X,
547,Extensión De Oficina,PMP,12/09/2016,Extensión de Oficina Caicedonia,1,Carrera 15 N°  9 - 33,,2 162056,,,,,,,,Cali,Valle del Cauca,Principal,Comercial,Occidente,7 (Valle del cauca),Occidente,"Martes a Jueves de: 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.
Viernes 8:00 a.m. -  11:30  a.m. /  2:00  p.m. - 4:30 p.m.
Viernes último día del mes de 8:00 a.m -  11:30 a.m. /  2:00 p.m. - 4:00 p.m.
Sábado  8:00 a.m - 1:00 p.m
",No,,No,0,1,0,0,0,No,No,,,,,
548,Oficina,PMP,29/03/1965,San Juan Cesar,1,Calle 5a N° 2 - 94,55,7 740031  -7 742978 - 315-7503019 - Cel JDS:3186595355,7 740038,,,,,42457 - 42458 ,44650,San Juan del Cesar,La Guajira,Población,Residencial,Costa,CO - 4 Cesar,Costa,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00p.m.   Viernes  8:00 a.m. - 11:30a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,No,No,3,X,X,X,
549,Oficina Premium,PMP,07/01/2014,Centro Histórico Cartagena,1,"Calle 32 N° 3-12 Calle de las Damas, Cartagena",55,6 600604 - 6 600605 - 6 600608 - Cel JDS:3157297577,,,,,,,13001,Cartagena,Bolivar,Intermedia,Comercial,Costa,"CO - 3 Bolívar, San Andrés y Providencia",Costa,Lunes a Viernes    8:00 a.m. - 12:00 m.    /  2:00 p.m. - 4:30 p.m.,No se prestará servicio en horario adicional.,,No,0,1,0,0,0,No,No,,,,,
550,Oficina,MB,AL 31 DE ENERO,Centro Comercial City Plaza,1,Calle 36 D Sur N° 27 A- 105 Local 245,54,4 195653 - 3 343593 - Cel. Gerente: 318 5323299 - Cel JDS:3157760881,,,,5 764330,,,5266,Envigado,Antioquia,Población,Centro Comercial,Antioquia,AN-7  Medellin el Poblado,Antioquia,Lunes a Viernes    8:00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m.                    Viernes 8:00 a.m. - 11:30 a.m.  / 2:00 p.m. -  4:30 p.m. ,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
551,Oficina,PMP,22/12/2014,Centro Comercial Unicentro Girardot,1,Avenida Kennedy Calle 33 C.C. Unicentro Girardot Local 201-202,58,8 333670 - 8 333671 - 8 333672 - Cel. Gerente: 318 8894757 - Cel Jds 318 7347471 - Cel JDS:JDS 3175631487 -  JDS HA  3178951824,,,,,,,25307,Girardot,Cundinamarca,Población,Centro Comercial,Central, CE - 3 Girardot,Central,Lunes a Viernes     8:00 a.m. - 4:00 p.m.,Lunes a Viernes 5:00 p.m. -  7:00 p.m.  / Sábado  9:00 a.m. -  1:00 p.m.,Caja / Plataforma,Sí,0,1,0,0,0,Sí,No,3,X,X,X,
552,Oficina,MB,AL 31 DE ENERO,Calle 39 Montería,1,Carrera 2 N° 39-21,54,7 811422 -  Cel. Gerente: 316 5389857 - Cel JDS:3185954101,,,,7 924600,,,23001,Montería ,Córdoba,Intermedia,Comercial,Costa,CO - 5  Cordoba - Sucre,Costa,Lunes a Jueves    Fin de mes 8.00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   Viernes 8.00 a.m. - 11:30 a.m. / 2:00 p.m. a 4:30 p.m. ,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,3,X,X,X,
553,Oficina Premium,PMP,01/10/2010,La Cabrera,1,Avenida Carrera 7 N° 83-29 Local 2 Esquina,51,6 101386 - 6 218533 - 6 218996 - 6 218532 - 6 218979 - 6 210622 - 6 210626 - 6 210631 - 6 210663 - Cel JDS:3162995565,,,,3 820000  ,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de mes 9.00 a.m. - 3:00 p.m.,NO,,No,NO,1,0,0,0,No,No,,,,,
554,Oficina,MB,AL 31 DE ENERO,Santa Rosa de Osos,1,Calle 30 N° 30-22,54,8 609011 - Cel. Gerente: 317 3799537 - Cel JDS:3166166099,,,,5 764330,,,5686,Santa Rosa de Osos,Antioquia,Población,Comercial,Antioquia,AN-3 - Antioquia ,Antioquia,Lunes a Viernes    8:00 a.m. -11:30 a.m.  / 1:30  p.m.  -  3:30 p.m.                                                                              ,Sábado 8:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,2,X,X,,
556,Oficina,PMP,06/09/1956,San Martin,1,Carrera 6 N° 7 - 16,58,6 488057 - 6 488063 - 6 488547  - Cel. Gerente: 315 6389626 - Cel Jds 318 2820201 - Cel JDS:3165391189,,,,6 703636,, 42071 - 42072,50689,San Martín,Meta,Población,Comercial,Central, CE - 6 Meta,Central,Lunes a Jueves     8:00 a.m. - 11:30 a.m. /  2:00 p.m.  -  4:00 p.m.                 Viernes  8:00 a.m. - 11:30 a.m.   / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
558,Oficina,PMP,29-dic.-14,Centro Comercial Bosque Plaza,1,Calle 73 N° 51D-71 Local 2055,54,5 272094 - 5 275411  - 5 162218 - 5 164193 - Cel. Gerente: 318 3432036 - Cel JDS:3174410346,Ext 158,,,,,,5001,Medellín,Antioquia,Principal,Centro Comercial,Antioquia,AN-5  Valle del Aburra- NortOcc,Antioquia,Lunes a Jueves     9:00 a.m. -  4:00 p.m.  Jornada Continua     Viernes  9:00 a.m. - 4:30 p.m. Jornada Continua,"Sábado 9:00 a.m. - 12:00p.m.
",,No,No,1,0,0,0,Sí,No,3,X,X,X,
562,Oficina,MB,AL 31 DE ENERO,Tunjuelito,1,Calle 54 Sur N° 14 - 34 sur,51,3 077000 Cód. 562 - 7 690559 - 7 690571 - Cel. Gerente: 317 4400692 - Cel JDS:3168715193,,,,3 820000  ,3077000 + Cod. Oficina,"44,562",11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 07 Bogota - Sur Oriental,Bogotá Sur,Lunes a Viernes    9 :00 a.m. -  3:30 a.m. Fin de mes  9 :00 a.m. -  3:00 a.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
564,Oficina,PMP,29/08/1946,Santa Marta,1,Carrera 4a N° 13 - 39,55,4 366034 - 4 366036 - 4 368037 - 4 366038   Cel. 317 4331842 - Cel. Gerente: 318 3071684 - Cel JDS:3164641219,4 21469,,,0-18000518877,,42465 - 42466 - 42772,47001,Santa Marta,Magdalena,Intermedia,Comercial,Costa,CO - 6 Magdalena - Guajira,Costa,Lunes a Jueves y Fin de mes 8:00 a.m.  -  11:30 a.m. / 2:00 p.m a  4:00 p.m. Viernes 8:00 a.m a 11:30 a.m. - 2:00 p.m a 4:30 p.m.,No,,No,NO,2,0,1,0,No,No,4,X,X,X,X
566,Oficina,PMP,27/06/1972,Santa Monica,1,Calle 21N N° 6N-18 Barrio Santa Monica,52,6 677017 - Cel. Gerente: 318 3246697,,,,8 980077,,42094 - 42219,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC -3 Cali - Norte,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes  8:00 a.m. - 11:30 a.m.  / 2:00 p.m. -  4:30 p.m .,NO,,No,NO,1,0,0,0,Sí,No,4,X,X,X,X
568,Oficina,PMP,03/12/1964,Santa Rita,1,Avenida 2a Oeste N° 7 - 10,52,4 857385 - Cel. Gerente: 318 2529698,,,,8 980077,,42468 - 42636,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC -2 Cali - Centro,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m. Viernes  8:00 a.m. - 11:30 a.m. y / 2:00 p.m. -  4:30 p.m .,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
569,Oficina  De  Recaudos Y Pagos,PMP,03/12/2014,Oficina de Recaudos y Pagos Cañaveral,1,"Centro Comercial Cañaveral Local 115, 116 y 117.",57,6 386947,,,,6 525500,,,68276,Floridablanca,Santander,Población,Comercial,Oriente,,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,Lunes a Viernes 5:00 p.m. - 8:00 p.m.   / Sábado 9:00 a.m. - 1:00 p.m.,,No,0,0,0,1,1,No,No,2,X,,,X
570,Oficina,PMP,17/06/2013,Guasca,1,Carrera 3 N° 3-58 Parque Principal,51,8 504155 - 8 573164 - 8 504332 - Cel. Gerente: 315 2903281 - Cel Jds 317 5170752 - Cel JDS:3175125397,,,,,,,25322,Guasca,Cundinamarca,Población,Comercial,Central, CE - 2 Cundinamarca - Sabana,Central,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 1:00 p.m. - 3:00 p.m. ,NO,,No,0,1,0,0,0,No,No,2,X,X,,
571,Centros De Servicios Pyme,PMP,25/10/2010,Centro de Servicio PYME Bogotá,1,Carrera 13 N° 61 - 08 Piso 2 Chapinero,51,2 480188 - 2 480193 - 2 480196 - Cel JDS:3183977566,,,,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,,Bogotá Norte,,Bogotá Norte,,NO,,No,0,0,0,0,0,No,No,,,,,
572,Oficina,PMP,14/01/1954,Santa Rosa de Cabal,1,Calle 13 N° 13 - 13,56,3 641356 - 3 641477 - Cel. Gerente: 318 4152272 - Cel JDS:3173658939,,,,,,42469 - 4270,66682,Santa Rosa de Cabal,Risaralda,Población,Comercial,Antioquia,AN-I- Caldas,Antioquia,"Lunes a Jueves 8:00 a.m - 11:30 a.m / 12:00 m - 4:00 p.m Viernes 8:00 a.m - 11:30 a.m  / 12:00 m - 4:30 p.m Fin de mes Horario normal
",NO,,Sí,NO,1,0,0,0,No,No,3,X,X,X,
574,Oficina,PMP,10/03/2008,La Cordialidad,1,Calle 47 N° 20-31,55,3 623092 -  Cel. Gerente: 318 3970500 - Cel JDS:3159260744,,,,3 504300,,,8001,Barranquilla,Atlántico,Principal,Comercial,Costa,CO - 2 Barranquilla - Sur,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m.  /  2:00 p.m. - 4:00 p.m. Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
576,Oficina,PMP,12/05/1966,Santa Rosa de Viterbo,1,Carrera 5 N° 8 - 27,58,7 860308 - 7 860155 - Cel. Gerente: 318 5176495 - Cel JDS:3175272939,,,,0-18000518877,,42471,15693,Santa Rosa de Viterbo,Boyacá,Población,Comercial,Oriente,OR -1  Boyacá,Oriente,Lunes a Jueves   8:00  a.m. - 11:30 a.m. /  2:00 p.m. -  4:00 p.m.             Viernes 8:00  a.m. - 11:30  a.m.  / 2:00 p.m. -  4:30 p.m.  Fin de mes  8:00  a.m. - 11:30 a.m. /  2:00 p.m. -  4:00 p.m.   ,NO,,No,NO,1,0,0,0,No,No,3,X,X,x,
578,Oficina,PMP,Antes Dic de 2007,Quibdó,1,Carrera 4 N° 24A - 175,54,6 711508 - 6 711307 - Cel. Gerente: 316 6176718 - Cel JDS:3165290314,,,,,,42751 - 42752,27001,Quibdo,Choco,Intermedia,Comercial,Antioquia,AN-4-Antioquia Choco,Antioquia,"Lunes a Jueves     8:00 a.m. - 11:30 a.m.  /  2:00 p.m.  -  4:00 p.m.                Viernes  8:00 a.m.  - 11:30 a.m.  /  2:00 p.m. - 4:30 p.m.        
",Lunes a Viernes 12:00 p.m. - 2:00 p.m. ,,No,NO,3,0,0,0,Sí,No,3,X,X,X,
580,Oficina,MB,AL 31 DE ENERO,Caqueza,1,Carrera 5 N° 2 - 40/50 Plaza principal,51,8 480227 - 8 480677 - 8 180172 - Cel. Gerente: 318 4154176 - Cel Jds 315 7515411 - Cel JDS:3183900571,,,,3 820000  ,,,25151,Caqueza,Cundinamarca,Población,Comercial,Central, CE - 8 Villavicencio,Central,Lunes a Viernes    8:00 a.m.  -  2:00 p.m. ,NO,,No,No,1,0,0,0,Sí,No,3,X,X,X,
582,Oficina  De  Recaudos Y Pagos,PMP,20/10/2008,Oficina de Recaudos y Pagos Cúcuta,1,Avenida 4 N° 12 - 33,57,5 726622,,,,0-18000518877,,,54001,Cúcuta,Norte de Santander,Intermedia,,Oriente,,Oriente,Lunes a Viernes    8:00 a.m - 11:30 a.m   /  2:00 p.m - 4:30 p.m," Lunes a Viernes 5:00 p.m. -  8:00 p.m. 
Sábado  9:00 a.m.  -  4:00 p.m.
",Caja,No,NO,1,0,0,0,No,No,2,X,,,X
583,Oficina,MB,28/07/2008,Tolemaida,1,Base Militar Tolemaida Centro Comercial   Tolemaida Plaza local 7,58,Cel JDS: 3188343393 - Cel JDS HA : 3188660123,,,,,,8770583,73449,Melgar,Tolima,Población,,Central,,Central,Lunes a viernes 8:00 a.m. - 4:00 p.m.,Lunes a Viernes 5:00 pm - 7:00 p.m. Sábado 9:00 a.m. - 1:00 p.m. ,Caja / Plataforma,No,NO,1,0,0,0,No,No,,,,,
584,Oficina,PMP,24/07/1968,Sector Estadio,1,Carrera 74 N° 49 - 117 (L.2),54,2 306749 - 2 306769 - 2 306729 - 2 302306 - Cel. Gerente: 317 6455763 - Cel JDS:3164314755,,,,5 764330,,42473 - 42474,5001,Medellín,Antioquia,Principal,Comercial,Antioquia,AN-5  Valle del Aburra- NortOcc,Antioquia,Lunes a Jueves     8:00 a.m. - 11:30 a.m. /  2:00  p.m. -  4:00 p.m.                  Viernes  8:00 a.m.  - 11:30 a.m.  / 2:00 p.m. -  4:30 p.m.  ,NO,,No,Lunes a Viernes de 12:00 m a 2:00 pm y Sábados de 10:00 am a 1:00 pm,1,0,0,0,Sí,No,4,X,X,X,X
585,Oficina,PMP,15/08/1996,Sector Sur Tunja,1,Carrera 11 N° 7-06,58,4 41886 - 4 42990 - Cel. Gerente: 317 8952892 - Cel JDS:3166284543,,,,0-18000518877,,42528,15001,Tunja,Boyacá,Intermedia,Comercial,Oriente,OR -1  Boyacá,Oriente,Lunes a  Jueves    8:00 a.m. - 11:30 a.m. /  2:00  p.m.  -  4:00 p.m.                 Viernes 8:00  a.m. - 11:30 a.m.   /  2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
587,Oficina,MB,AL 31 DE ENERO,Sibate,1,Carrera 8a N° 8 - 56,51,7 250045 - 7 250114 - 7 250545 - 7 250226 - Cel. Gerente: 317 8950232 - Cel Jds 318 2821574 - Cel JDS:3188448621,,,,3 820000  ,,8770587,25740,Sibate,Cundinamarca,Población,Comercial,Central, CE - 1 Cundinamarca,Central,Lunes a Viernes    8:00 a.m. - 3:00 p.m.                                                     ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
588,Oficina,PMP,28/04/1943,Sevilla,1,Calle 50 N° 48-49,52,2 196545 - 2 196544 - Cel. Gerente: 318 6147589,,,,,,,76736,Sevilla,Valle del Cauca,Población,Comercial,Occidente,OCC -7 Valle del Cauca ,Occidente,Marte a Jueves  y Fin de mes 8:00 a.m. a 11:30 a.m. - 2:00 p.m. a 4:00 p.m. Viernes  8:00 a.m. a 11:30 a.m. - 2:00 p.m. a 4:30 p.m. ,Sábado 8:00 a.m. - 2:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
589,Oficina,PMP,18/02/2013,Terminal de Transportes Manizales,1,Carrera 43 N° 65-100 Terminal de Transportes Manizales (Caldas),56,8 788554 - 8 786069 - 8 786880 - 8 789300 - Cel. Gerente: 318 6250264 - Cel JDS:3173322317,,,,,,,17001,Manizales,Caldas,Intermedia,Comercial,Antioquia,AN-I- Caldas,Antioquia,Lunes a Jueves    9:00 a.m. - 4:00 p.m.   Jornada Continua                            Viernes 9:00 a.m. - 4:30 p.m. Jornada Continua,NO,,Sí,NO,1,0,0,0,No,No,3,X,X,X,
590,Oficina,PMP,22/12/2014,Real de Minas,1,Avenida los Samanes N° 9-41 y 9-45,57,6 444343 - 6 444646 - 6 444848 - Cel. Gerente: 317 4232417 - Cel JDS:3184869126,,,,6 525500,,,68001,Bucaramanga,Santander,Principal,Comercial,Oriente,OR -3 Bucaramanga,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,0,2,0,0,0,Sí,No,3,X,X,X,
592,Oficina,PMP,29/08/1946,Sincelejo,1,Calle 23 N° 18 – 45 primer piso.,55,2 820058 - 2 820647 - 2 821243  -   Cel. Gerente: 315 2360924 - Cel. Oficina: 315 8763856 - Cel JDS:3178861539,,,,2 820550,,,70001,Sincelejo,Sucre,Intermedia,Comercial,Costa,CO - 5  Cordoba - Sucre,Costa,"Lunes a jueves 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m. / Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m.
- 4:30 p.m.
",Sábado  9:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,No,No,3,X,X,X,
593,Oficina,MB,AL 31 DE ENERO,La Milagrosa,1,"Carrera 30 N° 41-35 Parque 
Principal La Milagrosa",54,2 526516 - 2 213350 - Cel. Gerente: 316 7428203 - Cel JDS:3183498472,,,,5 764330,,,5001,Medellín,Antioquia,Principal,Residencial,Antioquia,AN-2 Medellin Centro,Antioquia,"Lunes a Jueves  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:00 p.m.                    Viernes  8:00 a.m.  -  11:30 a.m.  /  2:00 p.m. -  4:30 p.m.
                                                                                                    ",NO,,No,NO,2,0,0,0,No,No,3,X,X,X,
595,Oficina Básica,PMP,15/11/2007,La Loma,1,Carrera 5 N° 4-47,55,5 533191 - 5 533133 - 5 533136 - Cel. Gerente: 318 7726505 - Cel JDS:3183397242,,,,,,,20250,El Paso,Cesar,Población,Comercial,Costa,CO - 4 Cesar,Costa,Lunes a Jueves  y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. a 4:00 p.m.Viernes  8:00 a.m. - 11:30 a.m. /   2:00 p.m. a  4:30 p.m. ,NO,,No,NO,2,0,0,0,Si,No,2,X,X,,
596,Oficina,PMP,02/05/1950,Sogamoso,1,Carrera 10 N° 11-94,58,7 750590 - 7 750591 - 7 750592 - 7 750593 - Cel. Gerente: 318 8272152 - Cel JDS:3184930576,7 702725,,,,,42481 - 42482 - 42652,15759,Sogamoso,Boyacá,Población,Comercial,Oriente,OR -1  Boyacá,Oriente,Lunes a Viernes    8:00 a.m - 11:30 a.m   /  2:00 p.m - 4:30 p.m,Horario Adicional Lunes a Viernes  5:30 p.m - 7:30 p.m  Sábado 9:00 a.m - 1:00 p.m,Caja / Plataforma,No,NO,1,0,1,0,Sí,No,3,X,X,X,
597,Oficina,PMP,20/01/1997,Sopo,1,Carrera 3  N° 2 - 83 ,51,8 572844 - 8 572659 - Cel. Gerente: 318 4665411 -    Cel. Jds 316 5292892 - Cel JDS:3176985167,,,,3 820000  ,,42640 - 42641 - 42642 -  8770597,25758,Sopó,Cundinamarca,Población,Comercial,Central, CE - 2 Cundinamarca - Sabana,Central,Lunes a Viernes y Fin de mes de 8:00 a.m. a 3:00 p.m. ,NO,,No,NO,1,0,0,0,Sí,No,2,X,X,,
598,Oficina,PMP,21/01/2008,Centro Comercial Savanna,1,Carrera 56 Calle 42 local 25 Centro Comercial Savanna Rionegro-Antioquia,54,5 661471 - 5 660077 - Cel. Gerente: 315 4057612 - Cel JDS:3175171864,,,,5 764330,,,5615,Rionegro,Antioquia,Población,Centro Comercial,Antioquia,AN-3 - Antioquia ,Antioquia,"Lunes a Jueves     8:00 a.m. - 11:30 a.m. / 1:30 p.m. - 3:30 p.m.                    Viernes  8:00 a.m. -  11:30 a.m.  / 1:30 p.m. -  4:00 p.m.
",NO,,No,NO,2,0,0,0,Sí,No,3,X,X,X,
599,Oficina,PMP,08/11/2007,La Jagua,1,Calle 7 N° 3A - 58,55,5 76 9676 - 5 76 9748  - Cel. Gerente: 316 4811675 - Cel JDS:3175720824,5 769748,,,,,,20400,La Jagua de Ibirico,Cesar,Población,Comercial,Costa,CO - 4 Cesar,Costa,Lunes a Jueves  y Fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m. Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m. ,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,3,0,0,0,No,No,3,X,X,X,
600,Oficina,PMP,20/08/1968,Centro Comercial Cabecera,1,Calle 51 N° 34-07,57,Cel JDS: 3186071007 - Cel JDS HA: 3182039932,,,,6 525500,, 42270 - 42271,68001,Bucaramanga,Santander,Principal,Centro Comercial,Oriente,OR -3 Bucaramanga,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,Lunes a Viernes 5:30 p.m. - 8:00 p.m.   / Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,3,1,1,1,Sí,No,3,X,X,X,
